date,sp500_close,nasdaq_close,vix_close,treasury_10y,dollar_index,market_regime
2021-01-04,3891.04,12952.02,20.48,1.496,90.07,bull
2021-01-05,3847.2,13116.52,19.89,1.504,90.73,bull
2021-01-06,3878.24,12818.48,20.02,1.507,90.46,bull
2021-01-07,3803.95,13290.11,19.59,1.498,90.67,bull
2021-01-08,3715.64,13365.73,20.14,1.498,90.64,bull
2021-01-11,3771.54,13559.93,18.39,1.488,90.74,bull
2021-01-12,3750.18,13487.37,19.33,1.476,91.34,bull
2021-01-13,3749.38,12503.15,18.84,1.483,91.59,bull
2021-01-14,3759.74,12277.43,18.99,1.463,91.27,bull
2021-01-15,3791.59,12194.99,18.66,1.457,91.37,bull
2021-01-18,3763.5,12363.54,18.99,1.435,91.48,bull
2021-01-19,3801.06,11998.34,19.23,1.457,91.4,bull
2021-01-20,3768.72,12159.05,18.94,1.468,91.6,bull
2021-01-21,3860.18,12354.22,18.4,1.461,91.26,bull
2021-01-22,3847.64,12488.87,16.98,1.43,91.62,bull
2021-01-25,3863.17,12665.74,17.0,1.437,91.91,bull
2021-01-26,3761.99,12495.5,17.8,1.446,92.22,bull
2021-01-27,3764.16,12679.81,17.47,1.422,92.52,bull
2021-01-28,3738.8,12663.78,17.52,1.427,92.62,bull
2021-01-29,3744.58,12417.76,16.98,1.411,92.97,bull
2021-02-01,3696.01,12217.7,17.06,1.406,92.98,bull
2021-02-02,3687.78,12431.1,16.21,1.41,93.08,bull
2021-02-03,3628.37,12332.76,15.84,1.37,93.08,bull
2021-02-04,3671.07,11918.51,15.68,1.386,93.02,bull
2021-02-05,3726.25,11498.3,15.46,1.371,92.64,bull
2021-02-08,3846.75,11564.3,16.08,1.378,93.25,bull
2021-02-09,3893.1,11195.94,16.67,1.4,93.15,bull
2021-02-10,3975.99,11068.71,15.65,1.403,93.18,bull
2021-02-11,3943.68,11470.84,15.05,1.442,92.99,bull
2021-02-12,3882.44,11304.64,15.14,1.425,93.5,bull
2021-02-15,4016.04,11362.97,15.13,1.433,93.6,bull
2021-02-16,3969.03,11007.52,15.77,1.445,93.66,bull
2021-02-17,3990.95,10870.22,15.32,1.451,93.74,bull
2021-02-18,4140.5,10609.12,15.35,1.481,93.2,bull
2021-02-19,3977.36,10541.9,14.8,1.454,93.24,bull
2021-02-22,3986.89,10452.37,15.81,1.488,92.91,bull
2021-02-23,4030.55,10080.69,15.29,1.49,92.59,bull
2021-02-24,4091.87,9733.71,14.54,1.481,92.59,bull
2021-02-25,4068.71,9668.5,14.66,1.509,92.82,bull
2021-02-26,4128.88,9688.41,13.62,1.518,92.67,bull
2021-03-01,4212.67,9608.08,13.56,1.543,92.18,bull
2021-03-02,4280.14,9766.89,14.18,1.575,92.12,bull
2021-03-03,4312.79,9976.24,14.14,1.569,92.41,bull
2021-03-04,4304.97,9525.63,14.23,1.587,91.91,bull
2021-03-05,4222.16,9648.55,14.51,1.583,92.22,bull
2021-03-08,4171.61,9936.88,14.04,1.612,92.49,bull
2021-03-09,4082.47,9687.14,14.33,1.605,93.1,bull
2021-03-10,4149.48,9755.37,13.22,1.584,92.99,bull
2021-03-11,4067.64,9520.69,12.52,1.57,93.13,bull
2021-03-12,4071.88,9544.34,12.18,1.569,93.3,bull
2021-03-15,4016.45,9570.25,11.33,1.598,93.3,bull
2021-03-16,4120.65,9620.21,11.74,1.595,93.17,bull
2021-03-17,4149.79,9907.32,11.55,1.609,93.1,bull
2021-03-18,4212.53,10064.89,11.83,1.568,93.44,bull
2021-03-19,4125.47,9694.98,12.77,1.57,93.87,bull
2021-03-22,4064.1,9854.74,11.8,1.549,94.35,bull
2021-03-23,4045.68,9865.8,12.41,1.548,94.04,bull
2021-03-24,3994.43,9732.65,12.93,1.573,93.92,bull
2021-03-25,3961.86,9618.14,12.69,1.58,94.25,bull
2021-03-26,3982.7,9549.64,12.07,1.558,94.57,bull
2021-03-29,4009.41,9593.71,11.74,1.582,94.56,bull
2021-03-30,3985.13,9615.13,10.64,1.583,94.47,bull
2021-03-31,4085.47,9464.27,10.96,1.573,94.86,bull
2021-04-01,4170.56,9324.87,10.8,1.564,95.46,bull
2021-04-02,4164.7,9438.78,10.53,1.573,95.38,bull
2021-04-05,4170.3,9164.06,10.32,1.596,94.93,bull
2021-04-06,4095.3,9038.1,10.44,1.633,94.51,bull
2021-04-07,4185.95,8892.1,10.08,1.639,94.28,bull
2021-04-08,4168.81,8790.55,10.13,1.663,93.8,bull
2021-04-09,4152.63,8881.6,10.61,1.63,93.86,bull
2021-04-12,4089.52,8746.91,11.14,1.663,93.71,bull
2021-04-13,4033.22,8361.23,11.36,1.631,94.25,bull
2021-04-14,4050.53,8256.95,11.32,1.634,94.4,bull
2021-04-15,4026.44,8138.56,10.66,1.647,94.02,bull
2021-04-16,3905.52,8014.24,10.54,1.639,94.34,bull
2021-04-19,3877.96,7920.79,10.92,1.639,94.77,bull
2021-04-20,3856.19,7930.35,10.14,1.636,94.67,bull
2021-04-21,3741.77,7857.07,10.22,1.606,94.92,bull
2021-04-22,3676.35,7884.42,10.94,1.612,94.79,bull
2021-04-23,3677.99,8070.34,10.82,1.584,94.58,bull
2021-04-26,3647.84,8025.04,11.37,1.575,95.18,bull
2021-04-27,3616.13,7810.42,11.0,1.574,94.91,bull
2021-04-28,3703.05,7533.59,10.48,1.532,94.8,bull
2021-04-29,3720.18,7382.77,10.35,1.514,94.77,bull
2021-04-30,3753.64,7371.86,10.87,1.491,95.13,bull
2021-05-03,3663.62,7462.35,10.28,1.447,95.17,bull
2021-05-04,3663.14,7043.83,10.0,1.445,95.36,bull
2021-05-05,3723.26,7001.16,10.04,1.46,95.57,bull
2021-05-06,3750.93,7177.09,10.46,1.462,95.32,bull
2021-05-07,3761.51,7364.48,10.05,1.49,95.2,bull
2021-05-10,3638.16,7273.92,10.0,1.469,95.95,bull
2021-05-11,3612.48,7302.28,10.11,1.465,95.51,bull
2021-05-12,3558.58,7192.43,10.0,1.473,95.49,bull
2021-05-13,3540.47,7200.95,10.0,1.449,95.55,bull
2021-05-14,3507.34,7252.97,10.6,1.475,95.59,bull
2021-05-17,3514.68,7409.7,11.23,1.482,96.19,bull
2021-05-18,3555.88,7446.38,10.72,1.504,96.04,bull
2021-05-19,3570.47,7129.55,10.29,1.528,95.59,bull
2021-05-20,3616.07,6983.17,10.0,1.523,95.03,bull
2021-05-21,3563.14,7075.74,10.45,1.518,95.38,bull
2021-05-24,3523.17,6988.97,10.0,1.493,95.47,bull
2021-05-25,3471.05,6992.65,10.0,1.518,95.34,bull
2021-05-26,3487.98,6797.08,10.13,1.506,95.42,bull
2021-05-27,3484.49,6794.34,10.48,1.502,95.86,bull
2021-05-28,3472.21,6732.52,10.91,1.483,95.91,bull
2021-05-31,3547.13,6613.07,10.14,1.514,96.33,bull
2021-06-01,3548.53,6443.55,10.76,1.523,96.54,bull
2021-06-02,3547.02,6601.7,11.14,1.547,96.63,bull
2021-06-03,3533.42,6593.88,11.04,1.528,96.31,bull
2021-06-04,3425.58,6296.84,11.46,1.532,96.52,bull
2021-06-07,3377.13,6289.85,11.34,1.546,96.32,bull
2021-06-08,3406.91,6325.44,11.56,1.568,96.09,bull
2021-06-09,3359.04,6244.03,11.27,1.604,95.4,bull
2021-06-10,3375.2,6266.13,11.42,1.583,95.62,bull
2021-06-11,3470.45,6200.46,10.26,1.557,95.25,bull
2021-06-14,3456.73,6100.49,10.0,1.559,95.41,bull
2021-06-15,3420.99,6198.34,10.66,1.533,95.22,bull
2021-06-16,3353.02,6349.99,10.61,1.544,95.29,bull
2021-06-17,3352.77,6417.14,11.24,1.505,95.47,bull
2021-06-18,3330.85,6579.08,11.26,1.528,95.63,bull
2021-06-21,3324.44,6579.11,11.22,1.57,95.18,bull
2021-06-22,3368.88,6480.35,11.21,1.554,95.18,bull
2021-06-23,3289.79,6563.29,10.79,1.563,95.1,bull
2021-06-24,3394.29,6716.6,10.59,1.546,95.2,bull
2021-06-25,3512.91,6875.19,10.78,1.566,95.28,bull
2021-06-28,3571.89,6932.13,10.51,1.539,95.66,bull
2021-06-29,3576.74,6943.55,10.45,1.575,95.34,bull
2021-06-30,3540.1,7010.65,10.86,1.553,95.51,bull
2021-07-01,3550.22,7014.9,11.68,1.514,95.12,sideways
2021-07-02,3594.32,7011.76,12.4,1.557,95.34,sideways
2021-07-05,3590.77,7115.87,12.71,1.529,95.57,sideways
2021-07-06,3695.25,7151.36,12.59,1.52,95.46,sideways
2021-07-07,3687.18,7140.36,12.42,1.543,95.6,sideways
2021-07-08,3725.78,7071.07,12.37,1.545,95.44,sideways
2021-07-09,3717.31,6970.6,11.87,1.56,95.65,sideways
2021-07-12,3672.32,6950.85,11.39,1.545,94.99,sideways
2021-07-13,3632.63,6885.53,11.48,1.55,94.96,sideways
2021-07-14,3662.55,6949.05,11.66,1.557,94.55,sideways
2021-07-15,3687.92,7002.29,11.71,1.577,94.31,sideways
2021-07-16,3692.81,6995.72,12.43,1.571,94.22,sideways
2021-07-19,3700.27,7067.07,11.73,1.584,93.86,sideways
2021-07-20,3707.49,6956.93,11.49,1.594,93.71,sideways
2021-07-21,3747.21,7001.9,11.3,1.617,93.96,sideways
2021-07-22,3780.23,7063.41,10.79,1.623,94.1,sideways
2021-07-23,3825.01,6988.75,11.34,1.631,93.88,sideways
2021-07-26,3807.34,7135.45,10.84,1.626,93.74,sideways
2021-07-27,3826.31,7091.86,11.22,1.657,93.04,sideways
2021-07-28,3766.69,7193.54,11.23,1.687,93.22,sideways
2021-07-29,3761.85,7066.63,10.56,1.709,93.59,sideways
2021-07-30,3765.31,6958.2,11.27,1.751,93.94,sideways
2021-08-02,3789.45,7003.8,10.34,1.786,94.51,sideways
2021-08-03,3839.83,6891.26,10.83,1.78,94.5,sideways
2021-08-04,3786.46,6761.86,10.02,1.774,93.91,sideways
2021-08-05,3754.74,6756.83,10.0,1.771,93.81,sideways
2021-08-06,3744.64,6713.03,10.0,1.779,93.42,sideways
2021-08-09,3785.62,6677.75,10.0,1.786,93.79,sideways
2021-08-10,3724.79,6552.1,10.54,1.759,93.37,sideways
2021-08-11,3745.56,6445.42,10.72,1.769,92.84,sideways
2021-08-12,3663.86,6359.75,11.31,1.758,92.55,sideways
2021-08-13,3625.06,6393.69,11.33,1.746,92.06,sideways
2021-08-16,3637.75,6335.32,11.39,1.713,92.49,sideways
2021-08-17,3624.15,6371.74,11.7,1.67,92.1,sideways
2021-08-18,3626.73,6196.99,10.97,1.692,92.23,sideways
2021-08-19,3636.49,6272.38,11.55,1.719,92.19,sideways
2021-08-20,3574.14,6204.34,11.3,1.732,91.64,sideways
2021-08-23,3594.77,6203.69,11.14,1.792,91.32,sideways
2021-08-24,3621.35,6160.02,11.51,1.757,91.18,sideways
2021-08-25,3614.15,6208.02,11.24,1.77,90.58,sideways
2021-08-26,3615.52,6188.97,11.49,1.803,90.51,sideways
2021-08-27,3627.37,6120.97,10.92,1.811,90.63,sideways
2021-08-30,3584.35,6085.97,10.75,1.816,90.91,sideways
2021-08-31,3561.95,6029.99,10.91,1.791,90.99,sideways
2021-09-01,3545.4,6278.6,10.77,1.79,90.95,sideways
2021-09-02,3596.41,6332.06,10.92,1.801,90.49,sideways
2021-09-03,3604.76,6377.22,10.82,1.822,90.57,sideways
2021-09-06,3633.76,6402.66,11.38,1.835,90.04,sideways
2021-09-07,3666.07,6486.05,11.18,1.835,90.27,sideways
2021-09-08,3671.84,6500.64,12.23,1.836,90.26,sideways
2021-09-09,3666.35,6515.24,11.91,1.854,89.72,sideways
2021-09-10,3681.64,6560.41,11.71,1.834,89.92,sideways
2021-09-13,3742.68,6355.52,12.11,1.858,89.61,sideways
2021-09-14,3798.63,6358.35,11.33,1.867,89.68,sideways
2021-09-15,3775.1,6459.79,11.19,1.879,89.55,sideways
2021-09-16,3756.83,6385.39,11.92,1.889,89.35,sideways
2021-09-17,3762.53,6463.6,11.85,1.901,89.13,sideways
2021-09-20,3763.05,6342.61,11.79,1.888,89.52,sideways
2021-09-21,3739.99,6286.54,12.15,1.874,89.53,sideways
2021-09-22,3735.68,6274.88,11.65,1.895,89.32,sideways
2021-09-23,3752.91,6301.62,11.93,1.886,89.18,sideways
2021-09-24,3774.46,6260.06,11.68,1.879,89.15,sideways
2021-09-27,3762.58,6253.04,11.19,1.88,89.41,sideways
2021-09-28,3736.16,6287.99,12.06,1.857,89.37,sideways
2021-09-29,3743.39,6275.28,11.47,1.859,89.17,sideways
2021-09-30,3764.44,6412.21,11.52,1.892,88.87,sideways
2021-10-01,3773.94,6444.21,10.98,1.866,88.79,sideways
2021-10-04,3699.43,6509.81,10.71,1.875,88.96,sideways
2021-10-05,3699.36,6418.93,10.1,1.877,88.54,sideways
2021-10-06,3667.59,6382.5,10.0,1.887,88.48,sideways
2021-10-07,3709.06,6507.95,10.0,1.843,88.37,sideways
2021-10-08,3708.69,6403.46,10.1,1.836,88.83,sideways
2021-10-11,3681.53,6292.56,10.0,1.814,89.1,sideways
2021-10-12,3694.54,6290.27,10.0,1.821,88.85,sideways
2021-10-13,3740.35,6196.82,10.2,1.814,89.31,sideways
2021-10-14,3709.95,6177.32,10.0,1.813,89.6,sideways
2021-10-15,3703.84,6217.49,10.0,1.855,89.58,sideways
2021-10-18,3665.97,6143.95,10.0,1.823,89.41,sideways
2021-10-19,3688.95,6118.29,10.28,1.846,89.03,sideways
2021-10-20,3667.14,6029.92,10.6,1.845,89.52,sideways
2021-10-21,3688.77,6026.95,11.04,1.879,89.45,sideways
2021-10-22,3674.04,6015.77,10.48,1.885,89.45,sideways
2021-10-25,3642.53,6108.33,10.42,1.915,89.49,sideways
2021-10-26,3629.67,6091.46,10.13,1.934,89.89,sideways
2021-10-27,3582.64,6097.75,10.24,1.924,89.75,sideways
2021-10-28,3611.79,6032.24,10.0,1.939,89.59,sideways
2021-10-29,3656.13,6019.18,10.21,1.953,89.54,sideways
2021-11-01,3639.98,5961.8,10.44,1.999,89.71,sideways
2021-11-02,3658.6,5906.2,10.76,2.026,89.64,sideways
2021-11-03,3642.04,5889.14,10.44,2.062,90.26,sideways
2021-11-04,3666.1,5924.05,10.1,2.068,90.05,sideways
2021-11-05,3671.48,6044.47,10.0,2.07,89.84,sideways
2021-11-08,3662.26,6053.87,10.0,2.088,89.61,sideways
2021-11-09,3650.35,6058.19,10.09,2.126,90.03,sideways
2021-11-10,3587.22,5977.96,10.0,2.13,90.01,sideways
2021-11-11,3678.57,6005.14,10.0,2.13,89.97,sideways
2021-11-12,3673.77,5927.29,10.0,2.147,90.04,sideways
2021-11-15,3634.05,5952.3,10.04,2.173,90.63,sideways
2021-11-16,3572.56,5940.07,10.05,2.176,91.36,sideways
2021-11-17,3504.91,5940.56,10.27,2.177,91.39,sideways
2021-11-18,3513.2,5967.96,10.35,2.161,91.36,sideways
2021-11-19,3525.98,5917.3,10.21,2.124,91.39,sideways
2021-11-22,3503.36,5958.74,10.0,2.156,91.42,sideways
2021-11-23,3526.87,5940.27,10.19,2.169,91.09,sideways
2021-11-24,3484.69,5836.61,10.52,2.154,91.21,sideways
2021-11-25,3488.1,5800.43,10.07,2.162,91.11,sideways
2021-11-26,3453.83,5766.52,10.0,2.189,91.28,sideways
2021-11-29,3477.41,5792.88,10.54,2.19,91.05,sideways
2021-11-30,3454.7,5844.28,10.0,2.213,90.94,sideways
2021-12-01,3486.92,5852.08,10.0,2.243,90.95,sideways
2021-12-02,3448.64,5792.39,10.07,2.225,90.87,sideways
2021-12-03,3450.02,5772.1,10.79,2.246,90.57,sideways
2021-12-06,3463.7,5849.25,10.45,2.22,90.79,sideways
2021-12-07,3455.36,5814.6,10.68,2.218,90.92,sideways
2021-12-08,3518.96,5908.82,11.17,2.249,91.26,sideways
2021-12-09,3548.7,5915.15,11.03,2.265,90.84,sideways
2021-12-10,3534.28,5900.61,11.37,2.264,91.13,sideways
2021-12-13,3533.83,5782.98,11.75,2.253,90.75,sideways
2021-12-14,3560.06,5663.83,11.73,2.257,91.03,sideways
2021-12-15,3508.0,5691.08,12.27,2.245,90.85,sideways
2021-12-16,3534.17,5720.65,11.97,2.252,91.21,sideways
2021-12-17,3496.71,5703.73,12.82,2.242,91.13,sideways
2021-12-20,3533.92,5609.39,12.56,2.256,90.82,sideways
2021-12-21,3545.99,5581.63,11.78,2.223,90.24,sideways
2021-12-22,3557.48,5582.0,11.29,2.233,90.26,sideways
2021-12-23,3583.04,5613.21,11.51,2.261,90.33,sideways
2021-12-24,3587.86,5623.13,12.04,2.297,90.08,sideways
2021-12-27,3586.22,5759.21,11.83,2.254,89.69,sideways
2021-12-28,3564.51,5682.72,12.26,2.276,89.44,sideways
2021-12-29,3566.53,5596.36,12.62,2.292,89.1,sideways
2021-12-30,3603.4,5569.07,12.38,2.276,88.95,sideways
2021-12-31,3559.51,5472.55,12.6,2.3,88.76,sideways
2022-01-03,3565.45,5401.43,11.54,2.306,88.48,bear
2022-01-04,3588.05,5356.46,12.9,2.334,89.02,bear
2022-01-05,3611.08,5268.49,13.26,2.34,88.94,bear
2022-01-06,3593.98,5250.41,12.15,2.339,88.65,bear
2022-01-07,3549.57,5210.81,11.6,2.339,88.84,bear
2022-01-10,3476.61,5265.86,13.48,2.385,88.47,bear
2022-01-11,3468.6,5235.72,13.42,2.432,88.27,bear
2022-01-12,3427.7,5297.77,13.9,2.429,88.34,bear
2022-01-13,3489.09,5301.76,13.75,2.408,88.38,bear
2022-01-14,3463.84,5274.96,13.93,2.419,88.39,bear
2022-01-17,3523.95,5297.9,13.32,2.437,88.72,bear
2022-01-18,3503.39,5355.29,13.07,2.44,88.47,bear
2022-01-19,3416.98,5413.33,12.34,2.445,88.57,bear
2022-01-20,3445.06,5356.64,11.79,2.453,88.86,bear
2022-01-21,3468.28,5302.01,12.24,2.447,89.09,bear
2022-01-24,3479.95,5265.07,13.58,2.458,89.23,bear
2022-01-25,3483.58,5284.89,13.34,2.498,89.12,bear
2022-01-26,3477.38,5275.58,14.93,2.494,89.47,bear
2022-01-27,3472.89,5307.55,17.03,2.48,89.78,bear
2022-01-28,3424.58,5286.79,16.63,2.479,89.61,bear
2022-01-31,3437.05,5268.34,16.2,2.473,89.49,bear
2022-02-01,3445.56,5267.36,16.63,2.487,89.49,bear
2022-02-02,3422.48,5227.62,16.16,2.532,89.09,bear
2022-02-03,3410.88,5195.83,14.6,2.525,89.13,bear
2022-02-04,3458.69,5162.85,16.56,2.496,89.24,bear
2022-02-07,3429.01,5183.24,19.32,2.491,89.33,bear
2022-02-08,3441.84,5181.56,22.63,2.494,89.33,bear
2022-02-09,3418.73,5131.26,24.57,2.531,89.85,bear
2022-02-10,3435.34,5097.39,22.61,2.534,90.03,bear
2022-02-11,3432.19,5043.9,21.62,2.549,90.13,bear
2022-02-14,3475.27,5124.22,25.93,2.54,90.41,bear
2022-02-15,3442.6,5145.42,25.78,2.542,90.53,bear
2022-02-16,3408.5,5054.76,24.7,2.539,90.56,bear
2022-02-17,3389.26,5016.79,24.87,2.555,90.5,bear
2022-02-18,3325.98,4972.53,22.59,2.562,90.98,bear
2022-02-21,3308.09,4968.76,19.59,2.599,91.08,bear
2022-02-22,3265.33,5089.33,18.75,2.582,91.31,bear
2022-02-23,3259.64,5119.27,21.57,2.626,91.35,bear
2022-02-24,3248.19,5041.56,18.29,2.646,91.32,bear
2022-02-25,3229.74,5062.05,17.61,2.658,91.32,bear
2022-02-28,3188.22,5022.17,18.42,2.645,91.09,bear
2022-03-01,3237.83,5028.09,19.51,2.67,91.24,bear
2022-03-02,3213.98,5053.76,23.02,2.66,91.56,bear
2022-03-03,3246.76,5016.93,20.1,2.659,91.17,bear
2022-03-04,3160.29,4981.37,20.19,2.694,90.83,bear
2022-03-07,3156.06,5017.59,17.67,2.692,90.74,bear
2022-03-08,3103.76,4984.0,15.8,2.7,90.7,bear
2022-03-09,3103.85,4976.86,15.2,2.704,90.77,bear
2022-03-10,3082.77,5006.1,13.47,2.712,91.18,bear
2022-03-11,3085.86,4929.83,13.05,2.711,90.6,bear
2022-03-14,3101.31,4990.77,14.08,2.687,90.75,bear
2022-03-15,3154.37,4959.15,14.94,2.672,91.0,bear
2022-03-16,3125.01,4966.28,15.83,2.682,90.99,bear
2022-03-17,3134.11,4992.72,14.85,2.645,90.61,bear
2022-03-18,3131.56,5077.57,12.97,2.621,91.12,bear
2022-03-21,3133.22,5032.1,12.79,2.61,91.0,bear
2022-03-22,3141.74,5022.23,13.27,2.595,91.18,bear
2022-03-23,3133.6,5103.44,14.28,2.612,91.19,bear
2022-03-24,3119.59,5062.75,13.48,2.626,91.1,bear
2022-03-25,3148.44,5070.98,12.92,2.625,91.1,bear
2022-03-28,3144.71,5009.82,12.63,2.628,90.91,bear
2022-03-29,3146.33,5026.42,13.13,2.629,90.65,bear
2022-03-30,3119.74,5080.82,13.65,2.61,90.51,bear
2022-03-31,3161.35,5037.56,16.79,2.621,90.59,bear
2022-04-01,3190.62,5008.12,18.07,2.637,90.72,bear
2022-04-04,3206.46,5110.24,19.55,2.625,90.55,bear
2022-04-05,3237.1,5115.94,19.85,2.622,90.43,bear
2022-04-06,3256.09,5126.08,17.99,2.611,90.74,bear
2022-04-07,3247.28,5121.49,19.62,2.619,90.75,bear
2022-04-08,3200.63,5148.08,18.09,2.632,90.18,bear
2022-04-11,3166.03,5165.18,19.75,2.59,90.27,bear
2022-04-12,3177.71,5226.53,20.71,2.579,89.94,bear
2022-04-13,3149.55,5117.93,18.93,2.617,90.66,bear
2022-04-14,3123.4,5107.39,20.78,2.606,91.32,bear
2022-04-15,3164.16,5118.08,21.14,2.633,91.32,bear
2022-04-18,3117.55,5107.4,23.29,2.628,91.51,bear
2022-04-19,3111.37,5172.99,23.77,2.653,91.49,bear
2022-04-20,3139.06,5143.29,24.83,2.67,91.89,bear
2022-04-21,3133.61,5138.67,22.11,2.694,91.46,bear
2022-04-22,3056.51,5142.24,21.1,2.715,91.75,bear
2022-04-25,2997.89,5193.76,19.35,2.722,92.34,bear
2022-04-26,2991.84,5232.99,19.68,2.716,92.28,bear
2022-04-27,2965.33,5216.37,21.39,2.728,92.42,bear
2022-04-28,3018.63,5293.15,21.42,2.702,92.25,bear
2022-04-29,2972.34,5281.42,23.94,2.678,92.41,bear
2022-05-02,2950.48,5269.14,25.38,2.644,92.61,bear
2022-05-03,2949.86,5256.13,24.51,2.65,92.88,bear
2022-05-04,2944.34,5282.99,27.08,2.648,92.47,bear
2022-05-05,2966.48,5387.58,27.65,2.642,92.35,bear
2022-05-06,2950.56,5361.55,26.32,2.664,92.48,bear
2022-05-09,2902.59,5388.43,23.74,2.668,92.59,bear
2022-05-10,2927.31,5432.83,24.71,2.689,92.75,bear
2022-05-11,2929.4,5395.9,23.73,2.679,92.71,bear
2022-05-12,2964.21,5430.33,22.33,2.686,92.92,bear
2022-05-13,2958.72,5456.31,20.71,2.684,92.87,bear
2022-05-16,2939.18,5521.63,21.89,2.692,92.55,bear
2022-05-17,2978.92,5529.69,21.82,2.728,92.71,bear
2022-05-18,2969.77,5501.02,20.57,2.736,93.31,bear
2022-05-19,2969.42,5446.79,19.4,2.726,93.54,bear
2022-05-20,2984.4,5452.35,20.72,2.748,93.45,bear
2022-05-23,2975.35,5509.86,22.25,2.745,92.76,bear
2022-05-24,3003.44,5499.31,20.25,2.764,93.09,bear
2022-05-25,3024.34,5545.51,21.76,2.757,93.43,bear
2022-05-26,3015.84,5486.95,22.46,2.743,93.4,bear
2022-05-27,2984.8,5452.87,23.34,2.759,93.42,bear
2022-05-30,2965.2,5499.08,25.77,2.741,93.33,bear
2022-05-31,2956.41,5440.67,24.23,2.742,93.43,bear
2022-06-01,3005.78,5394.9,21.92,2.706,93.56,bear
2022-06-02,3029.11,5372.16,21.85,2.688,93.48,bear
2022-06-03,3039.67,5506.5,19.92,2.665,93.14,bear
2022-06-06,3032.33,5593.66,19.51,2.672,92.7,bear
2022-06-07,2995.36,5578.7,23.07,2.641,93.06,bear
2022-06-08,2986.79,5498.44,20.7,2.673,92.93,bear
2022-06-09,2986.79,5571.41,20.85,2.691,92.91,bear
2022-06-10,2969.39,5537.41,22.74,2.7,92.93,bear
2022-06-13,2922.93,5585.96,26.45,2.712,92.82,bear
2022-06-14,2941.07,5661.17,23.44,2.691,92.65,bear
2022-06-15,2951.9,5608.89,23.56,2.647,92.65,bear
2022-06-16,2977.76,5620.82,25.85,2.645,92.85,bear
2022-06-17,2978.08,5730.43,25.29,2.601,92.55,bear
2022-06-20,3002.85,5783.4,24.38,2.574,92.67,bear
2022-06-21,2987.27,5796.17,24.04,2.573,92.85,bear
2022-06-22,2930.59,5813.23,24.01,2.593,92.81,bear
2022-06-23,2943.57,5829.64,22.86,2.587,93.07,bear
2022-06-24,2919.65,5849.31,22.13,2.589,93.14,bear
2022-06-27,2887.59,5941.69,22.8,2.588,92.99,bear
2022-06-28,2927.56,6112.47,21.16,2.588,93.04,bear
2022-06-29,2925.72,6148.59,20.15,2.598,92.84,bear
2022-06-30,2913.03,6102.74,20.39,2.623,92.57,bear
2022-07-01,2901.44,6050.49,22.63,2.637,92.17,recovery
2022-07-04,2917.72,6171.82,21.5,2.655,92.02,recovery
2022-07-05,2901.89,6170.91,22.12,2.636,92.31,recovery
2022-07-06,2922.64,6198.23,22.81,2.64,92.77,recovery
