date,sp500_close,nasdaq_close,vix_close,treasury_10y,dollar_index,market_regime
2022-07-07,2883.09,6152.6,22.36,2.637,92.41,recovery
2022-07-08,2879.33,6176.74,22.22,2.62,92.3,recovery
2022-07-11,2867.68,6194.24,22.81,2.591,92.33,recovery
2022-07-12,2838.52,6202.78,24.83,2.577,92.16,recovery
2022-07-13,2846.6,6268.18,25.52,2.607,91.82,recovery
2022-07-14,2835.77,6253.0,25.91,2.591,92.13,recovery
2022-07-15,2837.19,6254.98,24.88,2.612,92.22,recovery
2022-07-18,2802.24,6271.27,25.08,2.633,92.24,recovery
2022-07-19,2816.95,6252.74,23.96,2.625,92.56,recovery
2022-07-20,2847.34,6182.94,22.42,2.614,92.15,recovery
2022-07-21,2933.64,6220.33,23.19,2.634,91.97,recovery
2022-07-22,2886.83,6289.46,22.7,2.658,91.4,recovery
2022-07-25,2871.1,6278.32,22.96,2.65,91.45,recovery
2022-07-26,2861.66,6410.38,23.48,2.689,91.58,recovery
2022-07-27,2880.15,6344.65,24.0,2.687,92.22,recovery
2022-07-28,2874.1,6446.04,21.41,2.686,92.23,recovery
2022-07-29,2881.14,6449.84,22.79,2.702,92.25,recovery
2022-08-01,2901.71,6405.47,22.47,2.7,92.41,recovery
2022-08-02,2834.84,6433.25,21.92,2.719,92.69,recovery
2022-08-03,2834.85,6298.15,21.67,2.694,92.66,recovery
2022-08-04,2839.83,6292.17,21.39,2.695,92.58,recovery
2022-08-05,2877.57,6350.79,20.8,2.665,93.03,recovery
2022-08-08,2889.98,6294.27,19.37,2.662,93.04,recovery
2022-08-09,2900.99,6364.8,19.16,2.65,93.27,recovery
2022-08-10,2891.05,6399.54,18.83,2.658,93.03,recovery
2022-08-11,2907.17,6452.53,19.33,2.659,93.07,recovery
2022-08-12,2904.27,6433.99,18.09,2.623,92.98,recovery
2022-08-15,2881.52,6338.78,18.01,2.662,92.64,recovery
2022-08-16,2927.46,6297.54,18.45,2.638,93.05,recovery
2022-08-17,2921.73,6380.37,18.46,2.625,92.57,recovery
2022-08-18,2949.21,6390.66,18.28,2.597,92.63,recovery
2022-08-19,2955.5,6302.5,19.06,2.576,92.5,recovery
2022-08-22,2895.78,6300.16,18.5,2.598,92.26,recovery
2022-08-23,2884.26,6398.13,18.76,2.591,91.84,recovery
2022-08-24,2886.24,6354.89,18.53,2.591,92.42,recovery
2022-08-25,2865.73,6364.37,17.7,2.613,92.34,recovery
2022-08-26,2834.11,6341.98,18.38,2.586,92.64,recovery
2022-08-29,2812.22,6354.94,19.3,2.592,92.69,recovery
2022-08-30,2808.08,6266.44,19.44,2.6,92.61,recovery
2022-08-31,2760.01,6254.91,18.95,2.571,92.57,recovery
2022-09-01,2735.36,6253.01,18.68,2.56,92.2,recovery
2022-09-02,2774.29,6320.59,18.0,2.563,92.31,recovery
2022-09-05,2787.31,6345.07,18.12,2.582,91.75,recovery
2022-09-06,2780.35,6443.75,17.24,2.585,91.31,recovery
2022-09-07,2781.51,6341.62,16.79,2.575,91.54,recovery
2022-09-08,2766.5,6351.38,16.55,2.607,91.09,recovery
2022-09-09,2714.77,6316.33,17.66,2.59,91.38,recovery
2022-09-12,2715.76,6356.06,18.83,2.606,91.83,recovery
2022-09-13,2768.16,6357.41,18.74,2.627,91.52,recovery
2022-09-14,2763.9,6433.57,19.98,2.652,91.52,recovery
2022-09-15,2781.88,6392.88,20.4,2.63,92.2,recovery
2022-09-16,2816.5,6419.82,20.01,2.655,91.74,recovery
2022-09-19,2784.78,6349.14,21.62,2.63,91.39,recovery
2022-09-20,2827.99,6289.25,21.42,2.65,91.09,recovery
2022-09-21,2849.7,6276.19,19.15,2.647,91.67,recovery
2022-09-22,2808.53,6418.15,19.18,2.633,91.57,recovery
2022-09-23,2861.61,6334.98,19.27,2.625,91.63,recovery
2022-09-26,2873.44,6320.23,19.47,2.62,91.51,recovery
2022-09-27,2876.73,6323.49,19.32,2.634,91.79,recovery
2022-09-28,2906.27,6261.96,19.26,2.599,91.68,recovery
2022-09-29,2899.52,6271.09,19.5,2.591,91.58,recovery
2022-09-30,2880.02,6182.78,19.78,2.609,91.16,recovery
2022-10-03,2849.59,6156.77,19.52,2.608,91.5,recovery
2022-10-04,2821.65,6243.43,18.25,2.605,91.45,recovery
2022-10-05,2860.62,6207.16,18.03,2.638,91.65,recovery
2022-10-06,2845.73,6290.13,17.59,2.619,91.96,recovery
2022-10-07,2826.02,6258.17,18.12,2.639,91.62,recovery
2022-10-10,2854.57,6209.48,17.02,2.638,91.43,recovery
2022-10-11,2862.8,6257.92,16.97,2.624,91.51,recovery
2022-10-12,2843.93,6292.95,17.81,2.636,91.22,recovery
2022-10-13,2878.35,6160.45,16.78,2.634,91.28,recovery
2022-10-14,2884.11,6262.11,16.61,2.636,90.95,recovery
2022-10-17,2904.24,6171.95,14.81,2.636,91.11,recovery
2022-10-18,2946.28,6143.24,15.38,2.633,91.44,recovery
2022-10-19,2949.4,6222.68,16.17,2.63,92.29,recovery
2022-10-20,2983.3,6189.69,15.66,2.636,92.19,recovery
2022-10-21,2987.67,6171.89,15.37,2.637,92.39,recovery
2022-10-24,2981.77,6216.14,14.59,2.655,92.21,recovery
2022-10-25,2987.43,6142.19,13.64,2.654,91.62,recovery
2022-10-26,2988.14,6282.32,14.7,2.642,91.56,recovery
2022-10-27,3022.64,6356.23,14.63,2.642,91.54,recovery
2022-10-28,3021.7,6343.19,14.83,2.611,91.26,recovery
2022-10-31,3020.03,6471.96,14.99,2.615,91.55,recovery
2022-11-01,3030.11,6434.46,15.28,2.63,91.54,recovery
2022-11-02,3061.5,6573.74,15.16,2.626,91.65,recovery
2022-11-03,3107.6,6546.89,15.03,2.625,91.77,recovery
2022-11-04,3106.18,6631.77,15.38,2.627,91.48,recovery
2022-11-07,3098.77,6657.79,15.38,2.626,91.64,recovery
2022-11-08,3106.76,6515.74,16.31,2.615,91.63,recovery
2022-11-09,3122.96,6601.98,16.5,2.58,91.94,recovery
2022-11-10,3143.35,6731.68,16.61,2.583,92.24,recovery
2022-11-11,3168.04,6702.96,15.49,2.603,92.16,recovery
2022-11-14,3201.01,6701.15,16.0,2.587,92.54,recovery
2022-11-15,3261.27,6722.22,15.68,2.579,92.47,recovery
2022-11-16,3240.72,6659.77,15.78,2.588,92.33,recovery
2022-11-17,3215.06,6652.52,15.5,2.55,92.55,recovery
2022-11-18,3181.36,6695.38,15.88,2.522,93.23,recovery
2022-11-21,3120.37,6705.91,17.15,2.507,93.73,recovery
2022-11-22,3139.36,6706.69,16.87,2.528,93.93,recovery
2022-11-23,3129.87,6658.07,15.63,2.555,93.59,recovery
2022-11-24,3119.79,6609.87,15.03,2.544,94.08,recovery
2022-11-25,3078.75,6631.92,15.69,2.59,93.73,recovery
2022-11-28,3058.21,6501.02,15.2,2.6,93.68,recovery
2022-11-29,3110.05,6569.94,14.93,2.576,93.75,recovery
2022-11-30,3106.55,6630.3,14.85,2.586,93.75,recovery
2022-12-01,3129.41,6752.49,14.39,2.592,93.31,recovery
2022-12-02,3158.27,6719.46,15.16,2.587,93.59,recovery
2022-12-05,3160.33,6592.18,14.72,2.586,93.42,recovery
2022-12-06,3202.62,6718.95,14.49,2.59,92.97,recovery
2022-12-07,3201.1,6802.89,14.1,2.585,92.32,recovery
2022-12-08,3185.48,6640.62,13.2,2.625,92.15,recovery
2022-12-09,3220.88,6610.86,12.86,2.64,92.29,recovery
2022-12-12,3189.44,6549.42,12.32,2.662,92.7,recovery
2022-12-13,3216.21,6558.76,12.15,2.671,92.83,recovery
2022-12-14,3200.72,6522.46,12.21,2.686,92.55,recovery
2022-12-15,3227.75,6517.37,11.99,2.697,92.6,recovery
2022-12-16,3168.62,6621.62,11.8,2.701,92.75,recovery
2022-12-19,3164.92,6555.73,12.06,2.703,93.14,recovery
2022-12-20,3129.53,6555.43,11.93,2.753,92.86,recovery
2022-12-21,3125.13,6571.38,12.17,2.718,92.89,recovery
2022-12-22,3124.07,6572.11,12.79,2.71,92.97,recovery
2022-12-23,3109.54,6568.29,12.83,2.724,92.47,recovery
2022-12-26,3172.06,6556.05,11.73,2.763,92.52,recovery
2022-12-27,3181.02,6475.45,10.83,2.786,92.73,recovery
2022-12-28,3193.58,6400.64,10.54,2.828,92.34,recovery
2022-12-29,3149.39,6422.73,10.66,2.826,92.34,recovery
2022-12-30,3124.71,6266.78,10.42,2.809,92.84,recovery
2023-01-02,3164.56,6267.84,10.0,2.769,92.93,bull
2023-01-03,3174.72,6255.96,10.53,2.749,93.2,bull
2023-01-04,3173.68,6209.21,10.41,2.751,93.21,bull
2023-01-05,3144.77,6349.71,10.94,2.743,93.14,bull
2023-01-06,3096.45,6613.19,11.37,2.73,93.65,bull
2023-01-09,3036.03,6580.5,11.28,2.723,93.34,bull
2023-01-10,3062.23,6785.13,11.05,2.678,92.98,bull
2023-01-11,3076.42,6664.71,10.61,2.677,92.95,bull
2023-01-12,3011.6,6710.08,10.44,2.68,93.07,bull
2023-01-13,2962.64,6503.54,10.67,2.659,93.19,bull
2023-01-16,2939.35,6599.02,10.94,2.659,93.65,bull
2023-01-17,2960.34,6515.27,11.53,2.654,93.43,bull
2023-01-18,2957.82,6457.08,10.77,2.666,93.64,bull
2023-01-19,2960.46,6557.81,11.11,2.686,93.44,bull
2023-01-20,2974.55,6486.4,10.5,2.646,93.92,bull
2023-01-23,2973.06,6349.22,10.0,2.612,93.96,bull
2023-01-24,3058.63,6270.41,10.0,2.584,94.13,bull
2023-01-25,3069.19,6255.8,10.15,2.554,93.54,bull
2023-01-26,3011.45,6126.11,10.16,2.54,93.97,bull
2023-01-27,3079.98,6064.02,10.08,2.522,94.06,bull
2023-01-30,3118.96,6164.09,10.0,2.512,93.86,bull
2023-01-31,3188.68,6102.3,10.33,2.506,93.31,bull
2023-02-01,3185.29,5928.07,10.07,2.49,93.33,bull
2023-02-02,3161.43,5830.75,10.32,2.481,93.37,bull
2023-02-03,3166.63,5738.66,10.28,2.468,93.31,bull
2023-02-06,3143.29,5779.66,10.48,2.433,93.0,bull
2023-02-07,3102.57,5744.38,11.05,2.399,93.14,bull
2023-02-08,3142.53,5681.26,11.12,2.411,92.95,bull
2023-02-09,3098.73,5913.87,10.73,2.414,92.63,bull
2023-02-10,3141.03,5685.94,10.63,2.407,92.58,bull
2023-02-13,3218.81,5703.16,10.0,2.396,92.41,bull
2023-02-14,3289.65,5664.32,10.0,2.41,93.33,bull
2023-02-15,3186.51,5598.63,10.0,2.4,93.34,bull
2023-02-16,3279.93,5739.68,10.0,2.427,93.54,bull
2023-02-17,3341.75,5908.69,10.0,2.415,93.64,bull
2023-02-20,3332.32,5981.85,10.0,2.424,93.54,bull
2023-02-21,3336.68,6208.08,10.0,2.436,93.44,bull
2023-02-22,3242.51,6208.85,10.22,2.451,93.29,bull
2023-02-23,3209.62,6429.26,11.1,2.418,93.33,bull
2023-02-24,3234.79,6487.71,11.43,2.428,92.89,bull
2023-02-27,3231.06,6527.51,10.8,2.406,92.52,bull
2023-02-28,3147.45,6576.23,10.33,2.411,92.32,bull
2023-03-01,3222.67,6527.54,10.22,2.407,92.14,bull
2023-03-02,3160.04,6592.9,10.42,2.386,92.11,bull
2023-03-03,3228.91,6692.42,10.6,2.37,92.22,bull
2023-03-06,3192.2,6848.78,10.55,2.398,92.24,bull
2023-03-07,3135.59,6794.42,10.0,2.373,91.94,bull
2023-03-08,3102.04,6842.8,10.0,2.351,91.93,bull
2023-03-09,3072.46,6681.18,10.22,2.336,92.11,bull
2023-03-10,3099.23,6681.73,11.31,2.336,92.03,bull
2023-03-13,3048.08,6865.09,11.62,2.35,91.76,bull
2023-03-14,3070.09,6842.17,11.84,2.351,91.77,bull
2023-03-15,3049.07,6738.69,11.54,2.371,92.25,bull
2023-03-16,3085.86,6880.59,10.95,2.379,91.94,bull
2023-03-17,3076.44,6894.7,10.81,2.409,91.54,bull
2023-03-20,2975.91,6743.09,10.65,2.422,91.61,bull
2023-03-21,3026.15,6478.98,10.94,2.429,91.57,bull
2023-03-22,3021.64,6570.76,11.34,2.425,91.74,bull
2023-03-23,2975.9,6757.04,11.48,2.417,92.18,bull
2023-03-24,3015.62,6818.5,10.99,2.396,91.93,bull
2023-03-27,3012.46,6826.14,11.52,2.351,91.78,bull
2023-03-28,3038.61,6800.63,11.71,2.327,91.83,bull
2023-03-29,2993.35,6854.25,11.68,2.311,91.55,bull
2023-03-30,3019.61,6838.77,12.17,2.309,91.62,bull
2023-03-31,3040.56,7023.28,12.37,2.319,91.52,bull
2023-04-03,3064.23,7022.99,12.89,2.326,91.55,bull
2023-04-04,3053.81,7083.61,13.26,2.338,91.27,bull
2023-04-05,3048.69,7242.49,12.77,2.367,91.4,bull
2023-04-06,3036.41,7344.33,12.43,2.374,91.33,bull
2023-04-07,3041.08,7299.82,11.61,2.372,91.39,bull
2023-04-10,3056.84,7510.14,12.57,2.36,91.31,bull
2023-04-11,3073.77,7852.07,13.58,2.368,91.03,bull
2023-04-12,3011.37,7648.82,13.97,2.377,91.3,bull
2023-04-13,3062.08,7767.4,14.26,2.393,90.96,bull
2023-04-14,3115.99,7765.83,14.74,2.403,91.31,bull
2023-04-17,3167.3,7856.58,15.25,2.444,91.47,bull
2023-04-18,3100.64,7981.01,14.99,2.467,91.58,bull
2023-04-19,3080.1,8090.49,15.87,2.464,91.19,bull
2023-04-20,3102.51,8100.36,15.45,2.441,90.83,bull
2023-04-21,3129.76,8068.0,14.63,2.481,90.9,bull
2023-04-24,3154.42,8130.16,14.64,2.44,90.87,bull
2023-04-25,3206.22,8103.47,13.97,2.437,91.33,bull
2023-04-26,3216.16,7803.53,13.38,2.402,91.25,bull
2023-04-27,3319.63,7810.74,12.85,2.422,90.81,bull
2023-04-28,3336.26,7623.77,13.52,2.418,90.6,bull
2023-05-01,3323.65,7612.76,13.04,2.373,90.7,bull
2023-05-02,3355.42,7781.65,14.07,2.397,90.87,bull
2023-05-03,3423.74,7714.49,13.27,2.408,90.47,bull
2023-05-04,3417.88,7665.45,13.32,2.413,90.5,bull
2023-05-05,3375.99,7522.24,13.14,2.419,90.56,bull
2023-05-08,3310.0,7529.14,12.88,2.418,90.74,bull
2023-05-09,3324.9,7511.44,12.74,2.38,90.85,bull
2023-05-10,3331.21,7327.12,13.05,2.381,90.94,bull
2023-05-11,3404.78,7429.84,13.28,2.367,90.84,bull
2023-05-12,3380.93,7508.39,13.69,2.361,90.65,bull
2023-05-15,3394.51,7420.91,13.41,2.387,90.3,bull
2023-05-16,3393.65,7664.93,12.3,2.379,90.37,bull
2023-05-17,3486.81,7498.34,12.16,2.365,90.94,bull
2023-05-18,3473.21,7393.25,12.13,2.378,91.4,bull
2023-05-19,3422.18,7542.47,12.26,2.392,91.03,bull
2023-05-22,3387.44,7421.69,11.93,2.41,91.18,bull
2023-05-23,3362.62,7136.18,11.71,2.392,91.64,bull
2023-05-24,3321.92,7234.4,12.17,2.396,91.41,bull
2023-05-25,3294.83,7436.82,12.54,2.441,91.11,bull
2023-05-26,3320.36,7526.28,12.55,2.456,91.26,bull
2023-05-29,3345.94,7442.02,11.96,2.42,90.93,bull
2023-05-30,3455.66,7371.36,12.61,2.419,90.82,bull
2023-05-31,3509.33,7364.44,12.46,2.421,90.67,bull
2023-06-01,3580.28,7278.33,12.71,2.454,90.84,bull
2023-06-02,3596.34,7165.53,12.41,2.474,90.36,bull
2023-06-05,3703.75,7140.24,13.39,2.461,90.32,bull
2023-06-06,3660.08,6956.3,13.87,2.46,90.77,bull
2023-06-07,3683.57,6813.86,13.79,2.441,90.89,bull
2023-06-08,3641.25,6777.82,13.81,2.418,90.81,bull
2023-06-09,3715.58,6854.36,14.39,2.396,90.71,bull
2023-06-12,3670.79,6926.36,13.42,2.407,91.04,bull
2023-06-13,3694.49,6880.99,14.11,2.397,91.06,bull
2023-06-14,3716.81,6738.71,14.97,2.404,91.27,bull
2023-06-15,3699.1,6752.51,15.07,2.405,91.44,bull
2023-06-16,3697.03,6632.13,14.67,2.387,91.47,bull
2023-06-19,3812.61,6646.2,13.97,2.384,91.53,bull
2023-06-20,3889.66,6849.88,14.09,2.413,91.17,bull
2023-06-21,3882.83,7045.1,13.74,2.383,90.94,bull
2023-06-22,3923.28,6945.44,12.99,2.357,91.14,bull
2023-06-23,4053.85,6937.6,12.86,2.359,90.47,bull
2023-06-26,4055.5,7032.55,12.96,2.369,90.4,bull
2023-06-27,3946.74,6950.43,13.27,2.378,90.51,bull
2023-06-28,3984.14,7014.8,13.74,2.392,90.93,bull
2023-06-29,4030.15,7011.19,14.4,2.417,91.06,bull
2023-06-30,4089.29,6999.04,13.85,2.447,91.48,bull
2023-07-03,4013.82,6957.19,14.34,2.412,91.98,sideways
2023-07-04,4086.15,6855.96,14.73,2.402,91.92,sideways
2023-07-05,4027.81,6887.49,14.92,2.395,92.36,sideways
2023-07-06,4108.57,6875.64,14.19,2.356,92.89,sideways
2023-07-07,4096.44,6879.25,13.83,2.345,93.06,sideways
2023-07-10,4091.16,6761.59,13.96,2.327,93.28,sideways
2023-07-11,4073.03,6704.94,13.58,2.294,93.46,sideways
2023-07-12,4138.96,6753.21,13.55,2.294,93.34,sideways
2023-07-13,4094.88,6837.91,13.26,2.294,93.89,sideways
2023-07-14,4084.25,6863.19,14.54,2.285,94.18,sideways
2023-07-17,4070.97,6944.61,14.89,2.338,93.72,sideways
2023-07-18,4048.67,6871.66,14.78,2.358,93.17,sideways
2023-07-19,4068.82,6878.74,14.67,2.355,92.82,sideways
2023-07-20,4184.8,6725.71,14.64,2.362,92.96,sideways
2023-07-21,4228.82,6741.38,15.59,2.346,93.24,sideways
2023-07-24,4205.18,6687.04,16.05,2.334,92.05,sideways
2023-07-25,4231.32,6676.3,17.12,2.345,92.13,sideways
2023-07-26,4267.74,6640.44,18.34,2.347,92.0,sideways
2023-07-27,4299.55,6678.73,17.97,2.363,91.81,sideways
2023-07-28,4319.98,6569.25,18.02,2.349,91.51,sideways
2023-07-31,4276.54,6484.84,18.18,2.361,91.66,sideways
2023-08-01,4245.46,6486.59,18.42,2.388,92.34,sideways
2023-08-02,4219.69,6543.92,17.82,2.363,92.03,sideways
2023-08-03,4230.51,6542.19,18.22,2.311,92.06,sideways
2023-08-04,4196.59,6391.35,17.75,2.304,92.62,sideways
2023-08-07,4170.52,6339.61,17.52,2.351,93.31,sideways
2023-08-08,4152.4,6274.3,17.69,2.341,93.86,sideways
2023-08-09,4220.39,6219.94,17.6,2.339,93.75,sideways
2023-08-10,4225.3,6178.91,18.28,2.37,94.05,sideways
2023-08-11,4191.12,6179.1,18.35,2.383,93.81,sideways
2023-08-14,4163.24,6168.11,17.92,2.414,94.31,sideways
2023-08-15,4196.02,6197.97,18.71,2.415,94.53,sideways
2023-08-16,4120.45,6218.84,18.93,2.397,94.84,sideways
2023-08-17,4081.86,6125.32,19.5,2.403,94.85,sideways
2023-08-18,4074.59,6189.27,18.73,2.415,94.48,sideways
2023-08-21,4062.44,6224.85,18.53,2.422,94.71,sideways
2023-08-22,4073.67,6194.41,17.66,2.415,95.3,sideways
2023-08-23,4035.49,6134.71,16.03,2.408,95.25,sideways
2023-08-24,3997.9,6059.53,15.51,2.386,95.02,sideways
2023-08-25,4003.66,6056.87,15.0,2.367,95.22,sideways
2023-08-28,3899.78,6117.35,16.08,2.36,95.0,sideways
2023-08-29,3990.87,6156.84,15.03,2.356,94.68,sideways
2023-08-30,3976.43,6106.38,15.74,2.368,94.88,sideways
2023-08-31,3929.3,6069.9,14.71,2.343,95.03,sideways
2023-09-01,3917.76,6049.77,15.31,2.365,95.28,sideways
2023-09-04,3911.1,6029.77,15.19,2.357,95.06,sideways
2023-09-05,3825.4,6030.95,16.27,2.341,95.03,sideways
2023-09-06,3830.34,6122.88,16.9,2.334,94.69,sideways
2023-09-07,3871.2,6202.18,16.85,2.335,95.03,sideways
2023-09-08,3842.51,6219.57,15.73,2.335,95.01,sideways
2023-09-11,3811.57,6154.5,15.23,2.305,94.58,sideways
2023-09-12,3827.39,6190.05,15.61,2.35,94.75,sideways
2023-09-13,3817.12,6256.63,15.32,2.385,94.95,sideways
2023-09-14,3901.68,6193.21,15.14,2.393,95.34,sideways
2023-09-15,3866.61,6238.37,15.4,2.386,94.74,sideways
2023-09-18,3942.18,6229.91,14.85,2.375,94.83,sideways
2023-09-19,3945.09,6201.5,15.19,2.37,94.34,sideways
2023-09-20,3974.92,6152.99,14.93,2.356,94.31,sideways
2023-09-21,3937.15,6144.46,15.59,2.384,94.02,sideways
2023-09-22,3954.33,6191.79,15.57,2.376,93.64,sideways
2023-09-25,3986.71,6244.25,15.42,2.365,93.41,sideways
2023-09-26,3896.66,6175.47,15.49,2.36,92.64,sideways
2023-09-27,3950.1,6094.54,15.67,2.398,92.57,sideways
2023-09-28,3973.92,6148.31,14.86,2.404,92.22,sideways
2023-09-29,3943.1,6123.84,14.23,2.393,92.07,sideways
2023-10-02,3949.57,6146.81,14.92,2.391,92.12,sideways
2023-10-03,4028.18,6126.67,16.0,2.412,92.08,sideways
2023-10-04,3972.81,6110.8,14.92,2.415,92.76,sideways
2023-10-05,3961.92,6157.87,14.77,2.439,92.41,sideways
2023-10-06,3961.58,6074.11,15.57,2.441,92.57,sideways
2023-10-09,3982.24,5981.18,14.73,2.454,92.67,sideways
2023-10-10,3997.84,6030.03,14.59,2.444,92.23,sideways
2023-10-11,4052.95,6036.24,13.63,2.423,92.2,sideways
2023-10-12,4061.74,6113.23,13.92,2.398,92.22,sideways
2023-10-13,4050.94,6105.69,14.44,2.426,92.63,sideways
2023-10-16,4059.05,6149.41,14.52,2.416,92.28,sideways
2023-10-17,4011.57,6181.18,14.75,2.427,92.52,sideways
2023-10-18,4068.8,6210.97,14.53,2.4,92.63,sideways
2023-10-19,4043.04,6166.64,14.27,2.409,92.68,sideways
2023-10-20,4101.58,6139.27,13.47,2.387,92.14,sideways
2023-10-23,4131.09,6191.28,13.08,2.377,92.24,sideways
2023-10-24,4085.27,6133.91,13.15,2.394,92.13,sideways
2023-10-25,4022.41,6129.58,12.95,2.383,92.24,sideways
2023-10-26,4029.87,6028.95,12.35,2.389,92.3,sideways
2023-10-27,4039.09,6030.9,12.42,2.385,92.4,sideways
2023-10-30,3996.89,5996.83,12.53,2.418,92.18,sideways
2023-10-31,3941.91,5973.11,12.49,2.409,92.55,sideways
2023-11-01,3931.1,5956.01,12.86,2.422,93.05,sideways
2023-11-02,3911.56,5983.6,13.05,2.448,92.92,sideways
2023-11-03,3967.43,6043.27,13.61,2.437,92.91,sideways
2023-11-06,3961.31,5975.5,13.72,2.442,92.96,sideways
2023-11-07,3961.74,5975.48,13.75,2.443,92.74,sideways
2023-11-08,3961.36,5984.99,12.99,2.423,92.32,sideways
2023-11-09,3950.78,5976.73,12.47,2.451,91.29,sideways
2023-11-10,3957.1,5880.82,12.1,2.449,90.93,sideways
2023-11-13,3955.3,5789.17,11.99,2.435,91.42,sideways
2023-11-14,3990.66,5838.22,12.69,2.413,91.22,sideways
2023-11-15,4032.0,5824.86,12.77,2.412,91.54,sideways
2023-11-16,4037.07,5802.16,13.24,2.392,91.35,sideways
2023-11-17,3983.39,5797.63,13.48,2.386,91.16,sideways
2023-11-20,3940.8,5822.22,13.58,2.396,91.0,sideways
2023-11-21,4012.35,5785.81,13.87,2.401,91.0,sideways
2023-11-22,3985.98,5690.53,13.25,2.396,91.49,sideways
2023-11-23,3989.84,5675.91,13.38,2.391,91.72,sideways
2023-11-24,4073.59,5596.11,13.47,2.388,91.68,sideways
2023-11-27,4131.93,5595.71,12.36,2.415,91.98,sideways
2023-11-28,4116.06,5593.99,11.86,2.44,91.92,sideways
2023-11-29,4156.24,5563.88,12.41,2.467,91.72,sideways
2023-11-30,4091.06,5581.15,12.59,2.489,92.09,sideways
2023-12-01,4114.98,5502.92,12.94,2.495,92.16,sideways
2023-12-04,4086.33,5429.61,12.69,2.529,91.75,sideways
2023-12-05,4118.88,5470.93,13.48,2.498,91.87,sideways
2023-12-06,4177.37,5433.57,14.13,2.493,92.1,sideways
2023-12-07,4148.75,5401.01,14.41,2.498,91.86,sideways
2023-12-08,4195.57,5467.54,13.34,2.485,92.38,sideways
2023-12-11,4169.16,5366.72,14.17,2.463,91.78,sideways
2023-12-12,4057.45,5352.35,14.82,2.468,92.1,sideways
2023-12-13,4051.34,5266.66,15.2,2.488,92.5,sideways
2023-12-14,4007.45,5225.69,15.43,2.455,92.23,sideways
2023-12-15,4005.57,5243.08,14.5,2.461,92.42,sideways
2023-12-18,4068.47,5287.68,13.36,2.481,92.27,sideways
2023-12-19,4114.53,5367.11,13.16,2.473,92.15,sideways
2023-12-20,4148.69,5376.63,13.0,2.468,91.94,sideways
2023-12-21,4208.79,5357.63,13.03,2.457,92.18,sideways
2023-12-22,4286.67,5377.3,13.03,2.475,92.39,sideways
2023-12-25,4247.26,5350.73,12.45,2.476,92.05,sideways
2023-12-26,4301.17,5335.9,13.04,2.51,92.23,sideways
2023-12-27,4329.32,5301.9,12.42,2.533,92.29,sideways
2023-12-28,4410.97,5317.69,11.99,2.529,91.93,sideways
2023-12-29,4403.39,5242.09,11.5,2.546,91.6,sideways
